Item_Identifier,Item_Weight,Item_MRP,Item_Outlet_Sales
FDS08,,178.437,3175.866
FDE20,11.35,169.279,2376.906
FDF04,17.5,257.7304,5683.2688
FDA50,16.25,95.541,1544.656
FDX08,12.85,179.7318,2165.1816
FDD05,,122.4098,3012.745
FDG41,8.84,109.9228,1547.3192
FDU39,,58.3562,1125.8678
NCQ43,17.75,107.5912,1528.6768
NCY42,6.38,143.347,858.882
FDF26,,153.2998,3998.7948
FDC20,10.65,57.1272,279.636
FDX14,13.1,75.0354,902.8248
DRC49,,145.7128,4026.7584
FDM40,10.195,143.1154,2410.8618
FDE10,6.67,131.2626,2098.6016
NCU17,5.32,103.8674,509.337
FDB36,,133.1626,2492.0894
DRF13,12.1,144.3444,1161.1552
FDL13,13.85,232.73,6291.81
NCH55,16.35,125.602,3036.048
NCF18,18.35,192.8504,2876.256
FDC09,15.5,102.0332,102.5332
FDV09,12.1,150.4734,2078.6276
FDV09,12.1,148.2734,3266.4148
FDU16,19.25,85.2908,671.1264
FDD26,8.71,183.3924,3146.5708
NCA29,10.5,170.9106,3251.1014
FDZ26,11.6,240.8222,3585.333
FDT56,16,55.9246,405.4722
FDF22,6.865,214.6218,1923.4962
FDH21,10.395,159.5604,2852.2872
FDD44,8.05,259.0646,4380.2982
FDS56,5.785,264.2252,3934.878
FDF21,10.3,191.653,5313.084
FDM44,12.5,103.099,722.393
DRK01,7.63,92.5436,1607.2412
FDO22,13.5,78.396,1438.128
FDP57,17.5,101.299,722.393
DRF49,,112.0518,113.8518
DRK11,8.21,150.5392,1043.9744
FDT51,11.65,110.9544,335.5632
FDE58,18.5,119.8124,4029.4216
FDT23,7.72,78.7986,856.8846
NCT42,5.88,149.4392,1640.5312
FDJ41,6.85,262.3594,3924.891
NCF42,,176.1712,3691.1952
FDA19,7.52,128.8994,2055.9904
FDW09,13.65,81.2302,2059.9852
NCO14,,46.2086,802.9548
FDO39,6.985,185.2608,2940.1728
FDR45,,240.6222,4302.3996
FDA15,9.3,248.9092,498.0184
FDY13,12.1,74.767,2220.443
FDY31,5.98,145.3418,2354.2688
NCS29,9,266.2884,2914.8724
FDJ52,7.145,160.6578,2246.4092
NCX41,19,211.7244,2752.4172
FDQ36,7.855,35.6848,335.5632
FDV35,19.5,156.1314,2792.3652
FDE02,8.71,92.7778,1032.6558
FDA34,11.5,173.908,1211.756
NCL42,18.85,244.3144,5635.3312
FDE14,13.65,98.77,1697.79
DRD25,6.135,114.386,1018.674
DRF01,5.655,146.9102,1749.7224
FDF39,14.85,261.291,10256.649
FDP01,20.75,153.7682,1829.6184
FDB10,10,234.859,1181.795
FDY14,10.3,263.6226,6608.065
FDR57,5.675,156.1288,2828.3184
NCH29,5.51,98.9726,1565.9616
FDJ45,17.75,33.9216,830.9184
FDZ48,17.75,113.1544,1006.6896
FDV44,8.365,189.2188,4570.0512
FDR01,,200.4742,398.1484
FDZ57,10,128.2994,1413.4934
FDI08,18.2,250.1092,5727.2116
DRA24,19.35,163.3868,3439.5228
FDS39,,143.7812,4986.842
NCL31,7.39,141.447,2290.352
FDD34,7.945,163.821,1794.331
FDC34,16,157.0972,4673.916
NCK05,20.1,59.2536,735.0432
FDB32,20.6,94.4778,93.8778
FDC03,8.575,196.5794,5267.1438
FDO19,17.7,47.9034,729.051
FDZ28,20,125.4678,127.1678
FDK28,5.695,256.0646,1288.323
NCU30,5.11,164.721,3588.662
FDV57,15.25,178.166,4853.682
FDB02,,177.837,6704.606
FDD52,18.25,110.357,2087.283
FDN34,15.6,170.6132,6595.4148
FDB50,13,76.3986,778.986
FDS55,7.02,147.3734,2524.0478
FDR21,19.7,177.537,3175.866
NCD07,9.1,112.5518,341.5554
FDO11,8,249.9092,249.0092
NCC54,17.75,240.9196,4579.3724
FDV35,19.5,156.4314,2326.971
NCU29,7.685,145.276,3515.424
NCZ53,9.6,188.7214,376.8428
DRE03,19.6,45.5718,47.2718
FDZ09,17.6,163.6868,163.7868
FDE40,15.6,63.6194,743.0328
NCS18,12.65,108.4938,1500.7132
FDX24,,94.4462,2036.0164
FDS34,,112.1518,3870.9612
NCS53,14.5,159.5604,1426.1436
FDH38,6.425,116.5808,2460.7968
DRM35,9.695,176.9344,5888.3352
DRI25,19.6,56.1614,828.921
NCP06,20.7,152.8366,2569.3222
FDT02,12.6,34.9874,529.311
NCP14,8.275,104.2306,3658.571
NCD43,,106.1964,210.3928
FDP20,19.85,128.102,1265.02
FDK04,7.36,55.2588,229.0352
FDQ15,20.35,82.7276,162.4552
FDE11,17.7,183.7924,2221.1088
FDN01,,176.937,352.874
FDC29,8.39,112.6176,2175.8344
FDC48,9.195,81.6592,1403.5064
DRF27,8.93,152.334,2143.876
NCB55,15.7,59.2562,296.281
NCX30,16.7,246.3776,1981.4208
DRN36,,95.0752,2588.6304
FDP08,20.5,194.1478,2906.217
NCD31,,163.7526,1973.4312
FDK45,11.65,112.286,452.744
DRE49,20.75,153.5024,2428.8384
FDU52,,157.563,1721.093
FDD53,16.2,41.7454,83.8908
FDF11,10.195,239.4538,4566.7222
NCR30,,73.4696,298.2784
FDD03,13.3,233.03,5359.69
FDF09,6.215,37.4848,111.8544
FDS33,6.67,90.5514,974.0654
FDK03,12.6,255.5356,9664.7528
FDD29,12.15,254.7698,5834.4054
FDD02,16.6,117.2124,1422.1488
FDF29,,128.131,1687.803
FDP59,20.85,103.6648,2285.0256
NCN17,11,101.7358,1508.037
NCM55,15.6,185.5924,3146.5708
FDD39,,217.685,432.77
FDS02,10.195,194.5794,4096.6674
FDN16,12.6,105.099,1444.786
FDM21,20.2,255.7646,5410.9566
FDJ04,18,116.5124,355.5372
FDT50,6.75,96.7752,1342.2528
FDM27,12.35,158.1946,1104.5622
FDT19,7.59,173.108,2077.296
FDQ39,14.8,190.5846,3630.6074
NCU30,5.11,161.721,2446.815
FDY27,6.38,177.4344,1784.344
FDW14,8.3,87.7198,1569.9564
FDJ21,16.7,143.8102,4811.7366
FDX47,,156.5288,4870.9928
FDK56,9.695,185.2898,3367.6164
NCN05,8.235,184.795,1464.76
FDC26,10.195,112.1886,667.1316
FDT14,10.695,119.244,3475.476
FDS36,8.38,109.857,2306.997
FDR48,11.65,153.0024,455.4072
FDM04,9.195,52.0666,615.1992
FDZ37,8.1,88.6198,1569.9564
FDE46,18.6,152.9366,453.4098
NCQ53,17.6,234.659,8508.924
NCN42,20.25,148.0418,1177.1344
DRH11,5.98,53.3614,331.5684
NCI42,18.75,207.8954,2292.3494
FDT07,5.82,255.333,4870.327
DRL60,8.52,153.3682,914.8092
FDG20,15.5,178.4028,1239.7196
FDF56,16.7,182.7976,1810.976
FDV33,9.6,258.1304,2324.9736
NCF31,9.13,151.4024,1973.4312
FDD59,10.5,78.296,1438.128
FDQ52,17,249.7434,4221.8378
FDP09,,211.6902,4247.804
FDK24,9.195,46.4744,950.7624
NCA18,10.1,117.8492,1621.8888
NCE07,8.18,140.5154,1701.7848
FDM45,8.655,122.6756,2302.3364
FDQ32,17.85,122.9388,3095.97
FDI34,10.65,229.8668,4146.6024
FDE14,13.65,99.27,2596.62
DRF37,17.25,261.191,3155.892
FDW44,9.5,169.7448,3579.3408
FDC59,16.7,63.6168,1342.2528
NCI29,8.6,141.1154,425.4462
FDV38,19.25,54.3956,1201.1032
FDZ49,11,222.0798,2864.9374
DRD49,9.895,237.7564,3813.7024
FDA02,14,143.4786,1589.2646
FDX20,7.365,226.972,3848.324
FDS24,20.85,90.2514,619.8598
FDI58,7.64,93.412,1491.392
FDQ60,,121.2098,120.5098
FDJ27,17.7,103.3674,2546.685
FDV27,7.97,90.4514,1328.271
NCL41,12.35,33.1216,519.324
NCP29,8.42,63.2168,703.0848
FDC45,,170.3106,3422.212
FDN33,6.305,93.2436,2079.9592
DRC01,5.92,49.8692,1133.1916
FDL57,15.1,260.2304,4908.2776
NCF42,17.35,177.5712,527.3136
FDG50,7.405,89.9146,1550.6482
FDH22,6.405,128.7678,3052.0272
FDO36,19.7,178.066,3954.852
FDY04,17.7,162.721,978.726
FDZ09,17.6,161.8868,4094.67
FDH28,15.85,39.7506,721.0614
FDN32,17.5,185.1266,4795.0916
DRJ37,,150.8024,3339.6528
FDE57,9.6,140.8154,1843.6002
FDG05,11,158.063,2659.871
FDI09,20.75,240.188,5992.2
DRD12,,89.4146,2645.2234
FDD02,16.6,118.0124,592.562
FDI36,12.5,199.7426,593.2278
DRK39,7.02,82.425,1414.825
FDH44,19.1,147.6418,1471.418
FDS56,5.785,262.6252,524.6504
DRJ59,11.65,40.3164,502.0132
NCA30,19,190.1872,567.2616
FDF17,5.19,197.811,2946.165
NCX18,14.15,196.311,3338.987
NCO53,16.2,183.7608,2940.1728
FDT23,7.72,78.8986,623.1888
NCJ19,18.6,56.2588,1030.6584
FDI05,8.35,76.5354,1805.6496
NCJ19,18.6,55.6588,114.5176
NCS29,,264.0884,4504.8028
NCC06,19,129.8336,3451.5072
FDJ12,8.895,207.4296,2492.7552
FDW48,18,78.5618,402.809
FDX32,15.1,144.7786,2600.6148
FDH02,,91.8488,2716.464
FDD16,20.5,75.8696,2386.2272
FDR09,,259.7962,8028.8822
FDB32,20.6,93.3778,1314.2892
FDP11,15.85,218.7166,4136.6154
FDG09,20.6,187.7556,3004.0896
FDF21,10.3,187.853,2656.542
NCJ19,,55.2588,2748.4224
FDY03,17.6,111.3202,337.5606
FDK58,11.35,101.0016,2631.2416
FDC26,10.195,112.2886,2557.3378
FDN15,17.5,138.518,2376.906
DRH11,,56.0614,2597.2858
NCK17,11,40.948,319.584
DRC01,5.92,47.7692,492.692
FDD03,13.3,232.73,2796.36
NCY17,18.2,45.1086,669.129
DRY23,9.395,42.3112,980.0576
FDT50,6.75,96.3752,1342.2528
FDC38,15.7,133.1942,2782.3782
NCN06,8.39,162.8868,327.5736
FDP56,,47.4692,1576.6144
FDW34,9.6,244.917,2916.204
FDU07,11.1,151.3366,3022.732
NCO55,12.8,108.9938,1071.938
FDL16,12.85,46.106,792.302
FDT59,13.65,231.9668,3225.1352
DRF01,,146.6102,1895.5326
NCS06,7.935,261.591,3155.892
FDY13,,74.967,229.701
DRF36,16.1,189.9846,191.0846
FDV10,7.645,41.8112,894.8352
FDE09,8.775,110.7228,331.5684
FDC20,10.65,57.2272,1174.4712
FDI58,7.64,95.012,1864.24
FDI56,7.325,93.2146,1733.0774
NCI17,8.645,94.741,1061.951
NCE19,8.97,55.7956,1037.3164
FDA26,,219.3482,219.0482
FDR01,5.405,198.6742,2388.8904
FDC32,,90.6462,2406.2012
FDF11,10.195,240.1538,1442.1228
FDH46,6.935,103.5332,1230.3984
FDY33,,159.0262,159.1262
DRG23,8.88,152.2682,1829.6184
FDY04,,162.521,4567.388
FDE26,9.3,145.3786,2745.0934
NCU42,9,169.4474,4211.185
NCO42,21.25,146.0102,2916.204
FDU25,12.35,59.2246,984.7182
FDW02,,124.3704,3004.0896
FDS22,16.85,43.9428,351.5424
FDG57,14.7,49.8034,631.8442
FDQ25,8.63,173.9422,4138.6128
NCS06,7.935,261.291,2892.901
FDC29,,112.7176,1832.2816
NCZ41,19.85,126.7704,1752.3856
FDW23,5.765,37.5164,656.4788
FDB03,17.75,240.5538,3845.6608
FDN25,,55.5588,229.0352
NCN05,8.235,181.895,732.38
FDV43,,43.4086,847.5634
FDG44,6.13,55.0298,539.298
FDS12,9.1,127.2362,1635.8706
FDI52,18.7,121.4072,2450.144
FDU12,15.5,261.7568,1845.5976
FDG58,10.695,156.7972,3427.5384
FDA16,6.695,220.8456,5084.0488
NCD18,16,229.8668,4837.7028
FDI21,5.59,62.6168,639.168
FDW31,11.35,197.0742,2587.9646
FDB35,12.3,93.8804,1470.0864
FDK58,,102.4016,2428.8384
FDU14,17.75,248.775,3745.125
NCP43,17.75,178.566,2516.724
FDM20,,245.0144,3185.1872
FDT36,,35.2874,988.0472
FDW19,12.35,110.257,1757.712
FDB29,16.7,113.9176,2519.3872
FDN39,19.35,167.0816,1510.0344
FDI02,15.7,112.0202,337.5606
FDA46,,196.1136,6026.8216
FDV36,18.7,124.902,2909.546
FDE35,7.06,59.5904,761.6752
FDT46,11.35,52.4008,809.6128
FDS21,,62.7194,123.8388
DRD12,6.96,90.9146,1459.4336
FDR14,,54.7298,107.8596
FDG22,,37.919,768.999
FDX58,13.15,184.195,2746.425
FDB40,,146.7102,4374.306
FDJ36,14.5,102.7332,205.0664
NCL53,7.5,177.4028,354.2056
NCX05,15.2,114.8492,1506.0396
FDO21,11.6,226.2404,1800.3232
NCF07,9,102.0016,1518.024
FDU20,19.35,119.7098,1325.6078
FDK09,15.2,228.0352,458.0704
FDY57,20.2,97.5752,1534.0032
FDD51,,45.2744,905.488
FDA49,,87.4198,2267.7148
FDG33,5.365,171.0764,3263.7516
FDG35,21.2,173.6738,2954.1546
FDC52,11.15,150.6708,2106.5912
FDS34,19.35,112.7518,683.1108
NCY05,13.5,33.3874,282.2992
FDO46,9.6,188.1872,1701.7848
FDY20,12.5,91.7488,1358.232
FDA13,15.85,36.3506,607.2096
FDS04,10.195,141.7838,1685.8056
FDU51,20.2,178.6028,2302.3364
FDK50,7.96,161.8894,2750.4198
FDO60,20,45.4086,981.3892
FDM13,6.425,133.0626,1442.7886
FDU12,,262.7568,7646.0472
NCG54,12.1,170.9106,1539.9954
FDH40,11.6,82.2276,243.6828
NCI06,,179.166,359.532
FDA58,9.395,236.9932,4242.4776
FDJ02,17.2,147.0418,2354.2688
FDP21,7.42,188.9872,2458.1336
FDN57,18.25,142.0154,2127.231
FDV26,,193.3794,8388.4142
FDZ21,17.6,94.641,2799.689
FDG21,,148.705,1797.66
FDF26,6.825,155.1998,2460.7968
FDC39,7.405,208.9296,2700.4848
FDQ24,15.7,250.5724,4026.7584
FDC41,15.6,75.667,1301.639
NCO14,9.6,44.2086,44.6086
FDE05,,144.0102,5394.9774
FDW52,,163.1526,3946.8624
FDL36,,88.183,1438.128
FDS04,10.195,139.0838,3652.5788
NCC18,19.1,172.4422,3621.2862
FDN01,8.895,175.937,529.311
FDY02,8.945,262.291,1314.955
FDV15,10.3,103.7648,2804.3496
FDC34,16,155.2972,3894.93
FDX10,6.385,34.3874,388.1614
NCF19,13,47.9034,583.2408
FDE17,20.1,150.9366,3476.1418
FDJ08,11.1,189.2846,3630.6074
NCN53,5.175,35.4874,388.1614
FDC16,11.5,88.254,1298.31
FDO15,16.75,73.7038,1404.1722
FDQ23,,102.3332,1948.1308
DRF37,17.25,261.591,3418.883
FDN40,5.88,155.3998,2153.1972
FDN24,,54.2956,1310.2944
FDF16,7.3,147.6076,3251.7672
FDH27,7.075,143.0128,1150.5024
FDY52,6.365,59.7536,980.0576
NCH55,,125.202,2783.044
NCH18,9.3,247.0802,1228.401
DRC01,5.92,50.3692,591.2304
NCO14,9.6,42.6086,133.8258
DRG39,14.15,52.0982,578.5802
DRK13,11.8,198.2084,3769.7596
FDD41,6.765,106.1306,1672.4896
FDQ19,,242.6512,12117.56
FDX58,13.15,181.695,549.285
FDK40,,263.191,6574.775
FDI52,18.7,122.9072,490.0288
FDT28,13.3,149.9708,2106.5912
FDH52,9.42,61.5194,866.8716
FDZ38,17.6,170.4422,2759.0752
FDF12,8.235,149.3076,1921.4988
NCE06,,162.6894,2588.6304
FDO45,13.15,89.6856,703.0848
NCS18,12.65,106.3938,3751.783
NCE54,20.7,73.2354,1504.708
FDB50,13,76.7986,2648.5524
FDZ20,16.1,256.1356,6358.39
FDB11,16,226.2404,4725.8484
FDU22,12.35,118.9124,3199.8348
FDY48,14,103.1332,1948.1308
NCP30,20.5,40.0822,1257.0304
FDD08,8.3,38.0506,531.3084
NCG42,19.2,130.131,1038.648
NCT30,9.1,46.9718,850.8924
FDT37,14.15,255.5014,5355.0294
FDU04,7.93,122.1414,2924.1936
NCH30,17.1,114.386,1245.046
DRG37,16.2,154.6972,1713.7692
FDS13,6.465,264.7884,3709.8376
FDQ47,7.155,34.3874,670.4606
FDY26,20.6,212.6244,3599.3148
FDB14,20.25,94.612,652.484
FDV45,,189.5556,1126.5336
FDR23,15.85,177.437,5645.984
NCS29,9,266.6884,3974.826
FDK33,,213.456,4261.12
FDW24,,50.0034,1992.7394
FDR08,18.7,111.1886,2334.9606
FDB45,20.85,104.9306,2299.6732
FDW32,18.35,83.9882,1202.4348
FDN21,18.6,162.2236,2900.2248
FDH56,9.8,117.3492,810.9444
FDQ07,15.1,219.8456,6189.2768
FDU58,,188.7898,2057.9878
FDK36,7.09,48.1034,1069.2748
NCG18,,102.8332,2768.3964
FDQ26,,57.2562,2073.967
DRL47,,127.5362,1006.6896
DRJ11,9.5,188.9872,1323.6104
FDB41,19,48.6718,614.5334
NCA06,20.5,37.919,183.095
NCZ41,19.85,125.2704,2127.8968
NCD54,21.1,145.7786,1444.786
FDM34,,132.9626,3279.065
FDL57,15.1,260.3304,5424.9384
NCD30,19.7,98.7726,1859.5794
FDH17,16.2,97.3726,2055.3246
FDD57,18.1,96.5094,1332.9316
FDC58,10.195,42.5428,878.856
FDX47,6.55,157.8288,2514.0608
FDC50,15.85,94.4094,1428.141
NCS53,,157.3604,6021.4952
FDY13,12.1,75.267,612.536
FDP44,16.5,100.6332,1537.998
FDH60,,197.311,392.822
FDR02,16.7,109.1886,222.3772
FDK48,,76.7354,2783.7098
FDO24,11.1,159.0604,792.302
FDE20,11.35,168.279,2376.906
FDM04,9.195,53.1666,768.999
NCH07,,160.4604,316.9208
DRP35,18.85,127.3336,3962.8416
FDO11,8,250.3092,6723.2484
NCM30,19.1,41.9796,701.7532
DRF27,,152.234,1071.938
NCR18,,44.4112,767.0016
FDS48,,149.4708,3159.8868
FDO32,6.36,46.506,652.484
NCP05,19.6,151.7024,2884.2456
FDF44,,130.9968,4828.3816
FDX56,17.1,209.0638,3520.0846
FDE46,,150.7366,906.8196
FDQ09,,113.2834,4376.9692
NCB54,8.76,126.7336,639.168
NCV18,6.775,84.225,3162.55
NCG55,16.25,116.1176,2633.9048
FDV14,19.85,89.4856,1054.6272
FDT31,19.75,189.9872,3781.744
DRD12,6.96,91.4146,638.5022
FDZ40,8.935,53.7298,593.2278
DRI11,8.26,113.7834,115.1834
FDP23,6.71,218.3166,1959.4494
FDY02,8.945,263.491,1840.937
FDM03,12.65,107.8938,750.3566
FDF35,15,107.3938,750.3566
DRM37,15.35,196.5768,7685.9952
NCV41,14.35,109.5228,1768.3648
NCK53,,100.8042,3472.147
FDW23,5.765,37.0164,540.6296
FDW12,8.315,143.3444,1596.5884
FDG44,6.13,53.8298,1024.6662
FDJ36,14.5,104.1332,205.0664
FDX55,15.1,219.4166,6096.0648
DRG13,17.25,163.7526,3289.052
NCD06,13,46.306,699.09
FDW22,,222.0114,6207.9192
FDD33,12.85,233.2642,3950.1914
FDG24,7.975,82.325,1331.6
FDE05,10.895,144.8102,3062.0142
FDZ12,9.17,144.947,4294.41
FDX37,16.2,101.47,399.48
FDE44,14.65,47.6692,739.038
FDS52,,102.5016,101.2016
FDO39,6.985,184.7608,4042.7376
FDI32,17.7,115.0834,2764.4016
FDV28,16.1,35.1558,339.558
NCP53,14.75,237.2906,3089.9778
NCN43,12.15,124.473,1231.73
NCI31,,36.419,109.857
FDK55,18.5,89.1172,892.172
FDC17,12.15,211.2928,5049.4272
FDV28,16.1,32.0558,1018.674
FDY26,20.6,212.9244,2540.6928
NCU06,17.6,228.801,3215.814
FDV16,,35.4558,135.8232
FDY31,5.98,146.1418,3089.9778
DRE37,13.5,190.9872,2836.308
FDH33,12.85,42.7428,703.0848
FDA46,13.6,194.2136,2527.3768
FDP12,9.8,35.9874,282.2992
FDJ09,15,44.7744,679.116
NCS54,,177.837,6528.169
FDJ33,,121.173,2586.633
FDF32,16.35,198.2426,790.9704
FDN24,,54.3956,272.978
FDX21,7.05,109.7912,1091.912
FDC57,20.1,193.782,1158.492
NCZ06,19.6,254.7698,5327.0658
FDY56,16.35,224.0062,4288.4178
NCH07,13.15,159.7604,4119.9704
FDS44,12.65,238.8538,4566.7222
FDY33,14.5,160.7262,1750.3882
FDZ48,17.75,111.4544,1006.6896
FDY48,14,104.0332,1435.4648
FDK16,,93.9094,3903.5854
FDT16,9.895,261.7278,4685.9004
FDC26,10.195,110.9886,111.1886
DRJ47,18.25,174.208,2596.62
FDQ04,6.4,41.0796,41.2796
FDN40,5.88,154.2998,1999.3974
FDS39,6.895,143.8812,2707.1428
FDC11,20.5,90.6172,1427.4752
FDQ39,14.8,190.8846,191.0846
FDB33,17.75,158.6262,3819.0288
FDU27,18.6,48.8376,47.9376
FDM44,12.5,104.999,1444.786
FDT32,19,186.5214,5275.7992
DRC13,8.26,125.073,985.384
NCO07,9.06,213.756,1065.28
FDJ16,9.195,58.9246,926.7936
FDB22,,155.0998,2768.3964
NCS30,5.945,129.1652,2841.6344
FDQ59,,84.5908,3020.0688
FDI38,13.35,207.3638,5797.7864
FDR52,12.65,189.0846,4012.7766
FDT15,12.15,181.695,2929.52
FDR52,,190.8846,191.0846
FDS60,20.85,180.066,2157.192
FDK52,18.25,224.1062,4965.5364
FDA04,11.3,260.1962,2848.9582
NCQ53,17.6,237.359,6145.334
FDN28,5.88,101.799,1960.781
FDU12,,263.8568,790.9704
FDT03,21.25,184.6608,367.5216
FDY57,20.2,94.5752,1821.6288
FDH56,9.8,113.8492,1737.738
DRM23,16.6,171.4422,2241.7486
FDZ07,,62.8194,61.9194
FDK40,7.035,262.791,3681.874
FDU04,7.93,121.8414,2802.3522
DRL37,15.5,41.377,649.155
FDT26,,120.944,1078.596
FDT24,12.35,78.7328,1390.1904
FDX57,,96.4068,2624.5836
FDA55,,225.2088,447.4176
NCN05,8.235,183.795,2929.52
FDR58,6.675,92.6462,1665.8316
FDX47,6.55,156.5288,1571.288
NCH54,13.5,160.692,1917.504
NCH42,6.86,227.801,3904.917
FDH56,9.8,116.6492,2316.984
FDQ48,14.3,98.1726,685.1082
FDN20,19.35,169.2474,3705.8428
FDA15,9.3,250.6092,6474.2392
FDS48,,149.7708,150.4708
FDW02,4.805,126.2704,3629.9416
FDN03,,248.6408,6759.2016
FDF57,14.5,170.7448,2045.3376
DRM37,15.35,196.5768,4729.8432
NCD54,21.1,143.3786,866.8716
NCQ42,,128.3678,3179.195
FDW49,19.5,177.2002,2149.2024
DRI03,6.03,178.1028,4604.6728
FDD14,20.7,182.6266,2581.9724
FDN02,16.5,208.8638,2484.7656
FDQ45,,185.3608,5329.0632
FDX56,17.1,206.1638,4141.276
FDE51,,43.4086,44.6086
FDT47,5.26,95.6068,2332.9632
FDM22,14,54.064,1118.544
FDB27,7.575,196.5768,1576.6144
FDE02,,95.6778,2910.2118
FDD38,16.75,103.7674,2852.2872
FDF34,9.3,197.7084,3372.9428
FDP15,15.2,256.033,1281.665
NCI29,8.6,143.6154,2127.231
FDU27,18.6,47.1376,767.0016
NCD55,,42.4454,293.6178
FDU37,9.5,79.596,1038.648
FDA01,15,60.2904,1581.9408
FDS13,6.465,264.1884,3444.8492
FDK55,18.5,88.9172,1695.1268
FDR36,6.715,43.7454,545.2902
DRK49,14.15,41.5138,162.4552
DRM23,,171.7422,6207.9192
FDH47,13.5,98.6068,97.2068
FDZ21,17.6,98.041,675.787
FDI57,19.85,198.7768,4532.7664
FDK26,,184.624,1304.968
FDQ36,7.855,37.0848,447.4176
FDJ58,,172.6764,858.882
FDD45,8.615,94.1436,1134.5232
FDG50,7.405,89.9146,2189.1504
FDO36,,179.766,179.766
NCW42,18.2,220.5456,3094.6384
NCH18,9.3,246.4802,982.7208
FDY59,,93.3462,1018.0082
NCO42,21.25,145.1102,1603.9122
FDM45,8.655,122.5756,2181.1608
NCV29,11.8,177.5686,711.0744
FDT08,,148.705,2996.1
NCQ43,,110.2912,218.3824
NCA54,16.5,180.9318,3247.7724
FDW55,12.6,248.8092,6723.2484
FDI10,,171.4422,3448.844
NCS53,,156.8604,316.9208
FDZ35,,105.199,3199.169
FDF10,15.5,148.6418,3972.8286
FDO38,17.25,76.4986,778.986
FDY45,17.5,253.7356,3815.034
FDC40,16,78.4986,1791.6678
NCO54,19.5,53.7614,1436.7964
FDQ14,9.27,148.005,1797.66
FDM10,18.25,213.4218,3846.9924
DRK23,8.395,251.504,7084.112
NCR17,9.8,114.0492,2085.2856
FDG31,,65.0826,193.7478
FDH02,7.27,92.4488,996.0368
DRH37,17.6,162.7526,3124.5994
DRC36,13,174.1054,4377.635
FDB56,8.75,186.3556,3567.3564
NCK54,12.15,114.715,1048.635
NCQ17,10.3,154.663,2816.334
FDM13,6.425,132.8626,524.6504
FDT44,16.6,116.4466,1178.466
FDO28,,122.4098,120.5098
NCK07,10.65,165.8526,3946.8624
NCP05,19.6,151.8024,1366.2216
FDX11,16,181.4634,1090.5804
FDS52,8.89,99.3016,607.2096
FDB14,20.25,93.212,1304.968
NCY06,,130.1968,1565.9616
FDS45,5.175,105.2622,2328.9684
DRF23,4.61,173.8396,1221.0772
FDD33,,231.9642,6970.926
NCA53,11.395,49.4034,777.6544
FDC46,17.7,186.0266,2950.8256
NCW41,18,159.2604,3961.51
FDZ39,19.7,104.599,309.597
FDE51,5.925,42.9086,758.3462
FDG32,,222.3772,9562.2196
NCK07,10.65,163.9526,1644.526
NCQ41,14.8,193.0794,3901.588
FDL36,15.1,90.483,1617.894
FDQ26,13.5,57.8562,711.0744
FDR02,16.7,113.1886,3335.658
FDV59,13.35,217.6166,3265.749
FDZ33,10.195,147.2076,739.038
NCT41,15.7,153.5024,2580.6408
FDB17,13.15,179.9976,181.0976
FDN44,13.15,160.192,1597.92
FDE45,12.1,180.0002,4656.6052
FDG47,12.8,262.8252,2885.5772
NCP02,,59.6562,2192.4794
FDW02,4.805,125.5704,3880.2824
NCM53,18.75,105.728,2024.032
FDD47,7.6,171.3448,3238.4512
FDE28,9.5,228.6668,4146.6024
FDV12,16.7,100.0384,2463.46
FDE36,5.26,165.4868,2293.0152
FDU45,15.6,112.4518,3301.7022
FDP28,13.65,260.1936,3914.904
FDH33,12.85,43.1428,703.0848
FDO44,12.6,109.9228,663.1368
FDR07,,94.1094,190.4188
FDJ45,17.75,35.1216,830.9184
FDS59,14.8,110.857,329.571
FDU34,18.25,125.9046,2365.5874
NCL06,14.65,261.7594,523.3188
FDR37,16.5,181.6292,1094.5752
NCM53,18.75,105.728,1704.448
DRG25,10.5,188.424,2237.088
DRE25,15.35,91.912,2609.936
FDZ45,14.1,197.1084,2182.4924
NCV53,8.27,239.088,719.064
FDR55,12.15,190.1872,3781.744
FDS47,,87.6856,1845.5976
DRG27,8.895,41.1138,690.4346
FDA02,14,145.4786,1300.3074
FDF45,18.2,56.8904,1406.1696
FDZ58,17.85,122.8072,857.5504
NCH30,17.1,115.186,2490.092
FDN03,9.8,248.5408,751.0224
FDH12,9.6,105.128,1065.28
NCH54,13.5,161.692,159.792
DRH01,17.5,172.9738,4344.345
FDX01,,115.515,1980.755
FDD34,7.945,163.521,1794.331
FDC53,,96.7384,2956.152
FDO28,5.765,120.0098,1687.1372
DRJ51,14.1,231.1668,7602.1044
FDD14,20.7,184.1266,1659.8394
FDW35,10.6,42.8454,167.7816
NCH18,9.3,245.1802,2456.802
FDK20,12.6,122.0072,1347.5792
FDY47,8.6,130.131,1557.972
FDG32,19.85,222.0772,2001.3948
FDC20,10.65,56.2272,559.272
NCS29,9,266.5884,6624.71
FDG53,10,138.518,2237.088
FDV26,20.25,196.2794,2731.1116
FDE40,15.6,63.1194,1300.3074
FDM02,12.5,87.1198,1657.1762
FDU11,4.785,118.6098,361.5294
FDB51,6.92,63.5852,751.0224
FDQ03,15,238.8248,3555.372
DRK35,8.365,38.3506,986.7156
FDZ32,7.785,103.8964,946.7676
FDU38,10.8,191.6504,2492.7552
DRM11,6.57,261.0278,4165.2448
FDS36,8.38,110.557,3844.995
